ID,Prediction
59721,0.0
59740,1.0
59764,0.0
59788,1.0
59808,1.0
59817,0.0
59826,0.0
59830,0.0
59842,0.0
59854,0.0
59863,1.0
59870,0.0
59890,0.0
59911,0.0
59915,0.0
59943,1.0
59964,0.0
59988,1.0
60024,1.0
60052,0.0
60063,1.0
60065,0.0
60086,1.0
60115,0.0
60120,0.0
60122,0.0
60125,1.0
60154,1.0
60161,0.0
60163,1.0
60174,0.0
60185,0.0
60187,1.0
60192,1.0
60205,0.0
60215,0.0
60218,1.0
60219,1.0
60232,1.0
60244,0.0
60256,0.0
60271,0.0
60274,1.0
60291,0.0
60335,0.0
60341,0.0
60347,0.0
60356,0.0
60371,1.0
60376,1.0
60404,0.0
60411,1.0
60420,0.0
60428,0.0
60431,0.0
60442,1.0
60443,0.0
60450,0.0
60465,0.0
60489,1.0
60497,0.0
60501,0.0
60504,0.0
60540,0.0
60547,0.0
60551,1.0
60566,0.0
60586,0.0
60594,0.0
60599,1.0
60632,0.0
60685,1.0
60698,0.0
60700,0.0
60706,0.0
60720,0.0
60721,1.0
60724,0.0
60729,0.0
60740,0.0
60742,0.0
60748,1.0
60755,0.0
60782,0.0
60800,1.0
60802,1.0
60803,0.0
60827,1.0
60828,0.0
60829,0.0
60830,0.0
60833,1.0
60835,0.0
60837,1.0
60848,1.0
60865,0.0
60873,0.0
60876,0.0
60887,0.0
60905,1.0
60917,0.0
60921,0.0
60922,1.0
60936,0.0
60941,0.0
60950,1.0
60956,1.0
60977,1.0
60985,0.0
61023,0.0
61041,0.0
61044,0.0
61054,0.0
61076,0.0
61081,0.0
61127,0.0
61141,0.0
61162,0.0
61181,1.0
61191,0.0
61207,1.0
61216,0.0
61231,0.0
61239,0.0
61258,0.0
61259,0.0
61311,1.0
61319,1.0
61326,1.0
61328,0.0
61334,0.0
61342,1.0
61356,1.0
61375,0.0
61445,0.0
61453,1.0
61467,0.0
61478,0.0
61488,0.0
61492,0.0
61509,0.0
61515,0.0
61519,0.0
61532,1.0
61547,0.0
61555,1.0
61567,0.0
61570,0.0
61579,0.0
61581,0.0
61587,0.0
61589,0.0
61595,0.0
61605,0.0
61626,0.0
61630,0.0
61637,1.0
61641,0.0
61649,0.0
61660,0.0
61668,0.0
61675,1.0
61676,1.0
61685,0.0
61693,1.0
61695,0.0
61707,1.0
61718,0.0
61726,0.0
61731,0.0
61744,1.0
61770,0.0
61777,0.0
61794,0.0
61814,0.0
61825,0.0
61839,1.0
61843,1.0
61863,0.0
61887,0.0
61898,0.0
61899,0.0
61923,0.0
61930,0.0
61947,0.0
61954,0.0
61978,0.0
62008,1.0
62029,0.0
62032,1.0
62036,0.0
62054,1.0
62071,1.0
62076,1.0
62086,0.0
62110,0.0
62132,1.0
62139,0.0
62156,1.0
62163,0.0
62175,0.0
62176,0.0
62178,1.0
62210,0.0
62219,0.0
62227,0.0
62228,1.0
62258,0.0
62263,0.0
62271,0.0
62277,0.0
62295,1.0
62357,0.0
62388,1.0
62417,0.0
62418,1.0
62425,0.0
62432,0.0
62439,1.0
62467,0.0
62495,0.0
62496,0.0
62524,0.0
62549,0.0
62555,0.0
62563,1.0
62583,0.0
62588,0.0
62593,0.0
62595,0.0
62619,1.0
62623,1.0
62631,1.0
62634,1.0
62644,1.0
62655,0.0
62662,0.0
62664,1.0
62686,1.0
62713,0.0
62714,1.0
62720,0.0
62755,1.0
62764,1.0
62778,0.0
62779,0.0
62793,1.0
62798,0.0
62804,1.0
62806,1.0
62824,0.0
62828,0.0
62841,1.0
62878,0.0
62895,0.0
62898,1.0
62899,0.0
62916,1.0
62920,0.0
62948,1.0
62953,0.0
62959,0.0
62963,0.0
63013,1.0
63037,1.0
63057,0.0
63068,0.0
63084,0.0
63089,0.0
63100,0.0
63118,0.0
63132,1.0
63142,0.0
63152,1.0
63155,0.0
63156,1.0
63159,1.0
63162,1.0
63169,0.0
63188,1.0
63197,0.0
63211,1.0
63215,1.0
63219,0.0
63223,0.0
63233,0.0
63243,0.0
63249,0.0
63250,0.0
63260,1.0
63267,1.0
63304,0.0
63310,1.0
63325,0.0
63327,0.0
63350,0.0
63374,1.0
63396,1.0
63409,1.0
63414,0.0
63426,1.0
63436,1.0
63462,0.0
63463,0.0
63484,1.0
63491,0.0
63504,1.0
63540,1.0
63549,0.0
63576,0.0
63582,1.0
63584,1.0
63588,1.0
63590,0.0
63621,0.0
63627,1.0
63633,1.0
63635,1.0
63643,0.0
63649,0.0
63651,1.0
63658,0.0
63682,0.0
63698,1.0
63704,1.0
63710,0.0
63744,0.0
63761,0.0
63771,1.0
63775,0.0
63795,1.0
63797,0.0
63809,0.0
63812,1.0
63828,1.0
63852,0.0
63886,0.0
63897,0.0
63909,1.0
63918,0.0
63935,0.0
63936,0.0
63943,0.0
63953,0.0
63975,0.0
64015,0.0
64036,1.0
64046,1.0
64051,0.0
64076,0.0
64082,1.0
64105,0.0
64115,0.0
64133,0.0
64141,1.0
64151,0.0
64157,0.0
64176,0.0
64179,0.0
64192,0.0
64220,0.0
64242,0.0
64250,0.0
64268,0.0
64271,1.0
64272,0.0
64277,1.0
64307,1.0
64309,1.0
64330,0.0
64335,1.0
64347,1.0
64356,0.0
64368,1.0
64392,0.0
64440,0.0
64447,1.0
64461,1.0
64463,1.0
64464,1.0
64471,0.0
64472,1.0
64497,1.0
64500,0.0
64507,1.0
64549,1.0
64550,1.0
64554,0.0
64570,1.0
64583,0.0
64616,0.0
64657,0.0
64663,0.0
64676,1.0
64682,0.0
64720,1.0
64724,0.0
64726,1.0
64738,0.0
64746,0.0
64761,0.0
64803,1.0
64806,1.0
64811,0.0
64842,0.0
64849,1.0
64858,1.0
64868,0.0
64886,1.0
64918,1.0
64926,0.0
64947,0.0
64978,0.0
64997,0.0
64998,0.0
65002,1.0
65023,0.0
65029,0.0
65094,0.0
65097,1.0
65116,1.0
65144,0.0
65175,1.0
65196,0.0
65205,0.0
65211,0.0
65217,0.0
65227,0.0
65235,0.0
65239,1.0
65261,0.0
65263,1.0
65268,0.0
65310,1.0
65348,0.0
65353,0.0
65358,0.0
65370,0.0
65371,0.0
65373,0.0
65375,0.0
65380,0.0
65399,0.0
65401,1.0
65409,0.0
65421,1.0
65422,0.0
65433,1.0
65461,1.0
65501,0.0
65503,1.0
65509,0.0
65512,1.0
65520,0.0
65530,0.0
65532,0.0
65545,0.0
65552,0.0
65569,1.0
65606,0.0
65633,1.0
65645,0.0
65666,0.0
65699,0.0
65705,1.0
65726,0.0
65742,0.0
65745,0.0
65761,0.0
65770,1.0
65783,0.0
65791,0.0
65800,0.0
65804,1.0
65808,1.0
65822,1.0
65850,1.0
65861,0.0
65879,0.0
65892,1.0
65894,0.0
65933,0.0
65945,0.0
65973,0.0
65987,0.0
65993,1.0
66012,0.0
66036,0.0
66044,0.0
66065,0.0
66097,0.0
66117,0.0
66147,1.0
66164,0.0
66165,0.0
66197,1.0
66208,0.0
66219,1.0
66246,0.0
66255,0.0
66266,0.0
66268,1.0
66298,0.0
66304,0.0
66307,0.0
66321,1.0
66327,0.0
66338,0.0
66341,1.0
66353,0.0
66358,1.0
66412,0.0
66448,0.0
66453,0.0
66474,1.0
66478,0.0
66479,0.0
66491,0.0
66494,0.0
66504,1.0
66568,0.0
66575,0.0
66586,0.0
66597,1.0
66647,0.0
66658,0.0
66669,0.0
66682,0.0
66696,0.0
66719,0.0
66733,1.0
66777,1.0
66779,0.0
66783,1.0
66796,0.0
66811,0.0
66821,1.0
66841,0.0
66874,0.0
66886,0.0
66891,0.0
66915,1.0
66917,0.0
66933,0.0
66938,1.0
66965,0.0
66984,1.0
66988,0.0
67003,0.0
67009,1.0
67010,0.0
67033,0.0
67055,1.0
67087,1.0
67119,1.0
67143,0.0
67166,0.0
67167,0.0
67176,0.0
67184,0.0
67190,0.0
67195,0.0
67203,0.0
67213,0.0
67214,0.0
67255,0.0
67261,1.0
67268,0.0
67288,0.0
67293,0.0
67295,0.0
67299,0.0
67300,1.0
67303,0.0
67321,1.0
67328,0.0
67361,1.0
67363,1.0
67380,1.0
67385,0.0
67390,1.0
67396,0.0
67413,1.0
67417,0.0
67424,1.0
67444,0.0
67452,1.0
67471,0.0
67473,1.0
67485,0.0
67503,0.0
67505,1.0
67528,0.0
67587,1.0
67588,0.0
67620,1.0
67626,0.0
67632,0.0
67666,1.0
67671,0.0
67680,0.0
67683,1.0
67706,0.0
67722,0.0
67748,0.0
67754,0.0
67772,1.0
67786,1.0
67799,1.0
67833,1.0
67836,0.0
67887,0.0
67888,0.0
67906,0.0
67907,0.0
67916,0.0
67928,0.0
67933,0.0
67934,0.0
67945,0.0
67972,1.0
67984,0.0
67993,1.0
68002,0.0
68017,1.0
68021,0.0
68043,0.0
68058,0.0
68065,0.0
68109,0.0
68110,0.0
68139,0.0
68163,1.0
68177,1.0
68202,0.0
68229,0.0
68243,0.0
68250,0.0
68256,1.0
68263,0.0
68279,0.0
68281,0.0
68296,1.0
68301,1.0
68312,0.0
68317,0.0
68318,1.0
68324,0.0
68328,0.0
68350,0.0
68405,0.0
68408,0.0
68416,1.0
68423,0.0
68427,0.0
68458,0.0
68467,0.0
68478,0.0
68491,1.0
68499,1.0
68511,0.0
68517,0.0
68548,1.0
68570,1.0
68584,0.0
68597,1.0
68611,0.0
68614,1.0
68627,0.0
68628,0.0
68650,0.0
68664,0.0
68667,0.0
68690,0.0
68697,0.0
68715,0.0
68722,0.0
68746,1.0
68771,0.0
68791,0.0
68818,1.0
68819,0.0
68822,0.0
68826,0.0
68853,1.0
68857,0.0
68859,0.0
68863,0.0
68869,0.0
68873,1.0
68875,0.0
68884,1.0
68894,1.0
68914,1.0
68934,1.0
68952,1.0
68966,1.0
69016,0.0
69026,0.0
69027,0.0
69038,0.0
69040,0.0
69109,0.0
69114,1.0
69116,0.0
69123,0.0
69138,0.0
69149,1.0
69151,0.0
69159,0.0
69181,0.0
69197,0.0
69211,1.0
69215,0.0
69229,0.0
69234,0.0
69267,0.0
69269,0.0
69290,0.0
69307,1.0
69308,0.0
69314,1.0
69325,0.0
69327,0.0
69330,0.0
69371,0.0
69373,0.0
69375,0.0
69376,0.0
69385,0.0
69402,0.0
69405,0.0
69410,0.0
69420,1.0
69421,1.0
69436,0.0
69456,0.0
69468,1.0
69482,0.0
69503,0.0
69512,0.0
69520,0.0
69571,0.0
69591,0.0
69595,0.0
69601,0.0
69603,0.0
69613,0.0
69625,0.0
69644,0.0
69658,0.0
69659,0.0
69663,0.0
69668,0.0
69671,1.0
69675,1.0
69678,0.0
69682,1.0
69683,0.0
69693,1.0
69697,0.0
69708,0.0
69711,1.0
69724,1.0
69734,0.0
69742,0.0
69745,1.0
69762,0.0
69767,1.0
69769,1.0
69792,0.0
69812,1.0
69822,1.0
69825,0.0
69835,1.0
69849,1.0
69862,0.0
69888,1.0
69896,0.0
69900,1.0
69916,0.0
69958,0.0
69962,1.0
69969,0.0
70004,0.0
70017,0.0
70025,0.0
70043,0.0
70092,0.0
70108,0.0
70126,0.0
70144,0.0
70161,0.0
70191,0.0
70199,0.0
70211,1.0
70224,0.0
70234,0.0
70260,1.0
70279,1.0
70290,1.0
70304,1.0
70346,0.0
70350,0.0
70356,1.0
70369,0.0
70404,0.0
70405,0.0
70420,1.0
70430,0.0
70435,0.0
70485,0.0
70495,1.0
70535,0.0
70548,1.0
70594,0.0
70620,0.0
70633,0.0
70639,1.0
70653,0.0
70706,0.0
70737,0.0
70749,0.0
70754,0.0
70758,0.0
70810,0.0
70860,0.0
70863,1.0
70875,0.0
70887,0.0
70935,0.0
70938,0.0
70947,0.0
70949,1.0
70959,1.0
70989,0.0
70999,0.0
71040,1.0
71043,0.0
71068,0.0
71069,1.0
71082,1.0
71101,1.0
71114,0.0
71127,1.0
71154,0.0
71159,0.0
71164,0.0
71183,0.0
71195,0.0
71205,0.0
71210,1.0
71212,1.0
71235,0.0
71237,0.0
71263,1.0
71279,1.0
71306,0.0
71310,1.0
71337,0.0
71362,1.0
71365,0.0
71377,1.0
71391,0.0
71393,0.0
71403,0.0
71419,0.0
71422,0.0
71425,0.0
71452,0.0
71493,0.0
71500,0.0
71569,1.0
71572,0.0
71581,1.0
71592,0.0
71657,0.0
71658,0.0
71661,0.0
71662,0.0
71664,0.0
71684,1.0
71699,0.0
71705,1.0
71725,0.0
71733,1.0
71740,1.0
71745,0.0
71762,0.0
71766,0.0
71768,0.0
71787,1.0
71788,0.0
71796,0.0
71802,0.0
71816,0.0
71825,1.0
71839,1.0
71847,0.0
71855,1.0
71907,1.0
71908,0.0
