8.100000000000000000e+02 4.380299916768725780e+03 4.093414155982810826e+03 9.227834667690194692e+03
8.200000000000000000e+02 4.424104046128171831e+03 4.137195266263159283e+03 9.088656924358896504e+03
8.300000000000000000e+02 4.460477344158720371e+03 4.173922811139709665e+03 8.988626968767219296e+03
8.400000000000000000e+02 4.506598147796942612e+03 4.229229722497208968e+03 8.882625730507375920e+03
8.500000000000000000e+02 4.547384967391830287e+03 4.262055162236237265e+03 8.811594309076814170e+03
8.600000000000000000e+02 4.596013893622189244e+03 4.300775675058246634e+03 8.663187027296055021e+03
8.700000000000000000e+02 4.645701692887888385e+03 4.359395755202990586e+03 8.503269646612618089e+03
8.800000000000000000e+02 4.690667260048484422e+03 4.384647415577986067e+03 8.364628346743742441e+03
8.900000000000000000e+02 4.725993232605591402e+03 4.443575647244708307e+03 8.258872468848494464e+03
9.000000000000000000e+02 4.776361875337142010e+03 4.480740072831832549e+03 8.139611734066809731e+03
9.100000000000000000e+02 4.823965139141233522e+03 4.509417867472428952e+03 8.016411545722449773e+03
9.200000000000000000e+02 4.856382437637445037e+03 4.560014078526473895e+03 7.879013635807872561e+03
9.300000000000000000e+02 4.909180678296861515e+03 4.588836854232596124e+03 7.740305955294183150e+03
9.400000000000000000e+02 4.937802147316838273e+03 4.641274586448360424e+03 7.678121087322238054e+03
9.500000000000000000e+02 4.994744253158490210e+03 4.676199500563228867e+03 7.560667212629969072e+03
9.600000000000000000e+02 5.032137715666032818e+03 4.714627112997968652e+03 7.401102166711684731e+03
9.700000000000000000e+02 5.088844256273228893e+03 4.762878720854808307e+03 7.274968568410605258e+03
9.800000000000000000e+02 5.133520129150160756e+03 4.800266600510827629e+03 7.143714969375922010e+03
9.900000000000000000e+02 5.162213337315038189e+03 4.838121811232645996e+03 7.017806866337740757e+03
1.000000000000000000e+03 5.213973603548906794e+03 4.878240810962272008e+03 6.903138459962359775e+03
1.010000000000000000e+03 5.253303581830467920e+03 4.924177506017873384e+03 6.758306370264812358e+03
1.020000000000000000e+03 5.296182525914225153e+03 4.963770992648722313e+03 6.597327680561445959e+03
1.030000000000000000e+03 5.330684679687115022e+03 5.004538435381999989e+03 6.519017900089150316e+03
1.040000000000000000e+03 5.379818700098125191e+03 5.043720029941159737e+03 6.420257540785756646e+03
1.050000000000000000e+03 5.419348790343290602e+03 5.084476274909872700e+03 6.211176435137472254e+03
1.060000000000000000e+03 5.462576018527023734e+03 5.122872124275782880e+03 6.090443736175664526e+03
1.070000000000000000e+03 5.511907480866026162e+03 5.157864069863002442e+03 5.991944767445128491e+03
1.080000000000000000e+03 5.547611853153548509e+03 5.192823502509295395e+03 5.876813763506712348e+03
1.090000000000000000e+03 5.591296465901767078e+03 5.247329653437317575e+03 5.735372566535480473e+03
1.100000000000000000e+03 5.627393081196772073e+03 5.278746705104937973e+03 5.585769140440163937e+03
1.110000000000000000e+03 5.669103360080600396e+03 5.302342672285700246e+03 5.473692571848599982e+03
1.120000000000000000e+03 5.712927394186774109e+03 5.348895542600442241e+03 5.357292797563834938e+03
1.130000000000000000e+03 5.748427663128907625e+03 5.378916594116704800e+03 5.154769207091008866e+03
1.140000000000000000e+03 5.786631820237034844e+03 5.427065648267777760e+03 5.067146349301257942e+03
1.150000000000000000e+03 5.836086029591812803e+03 5.456510171881990573e+03 4.869973782301987740e+03
1.160000000000000000e+03 5.883546068509786892e+03 5.505055401386564881e+03 4.810068201226379642e+03
1.170000000000000000e+03 5.910845597374730460e+03 5.542340939641279874e+03 4.671824543453397382e+03
1.180000000000000000e+03 5.952513696599055038e+03 5.575927616806282458e+03 4.490410841175789756e+03
1.190000000000000000e+03 5.999654490011915186e+03 5.610820711166207730e+03 4.335280899322283403e+03
